ID,Название,Авторы,Издатель,Год выпуска,Платформа,Жанр,Дата выхода,Графика,Музыка,Язык интерфейса,Описание,Имя файла 1,Описание файла 1,Имя файла 2,Описание файла 2,Имя файла 3,Описание файла 3,Имя файла 4,Описание файла 4,Имя файла 5,Описание файла 5,Скриншот 1,Скриншот 2,Скриншот 3,Скриншот 4,Скриншот 5,Скриншот 6,Скриншот 7,Скриншот 8,Скриншот 9,Скриншот 10,Скриншот 11,Скриншот 12,Ссылка на страницу,Дата добавления,Видео,Исходники,ГитХаб
25823,CHICK (БЕЙСИК),Березенцев И.П.,,1991,БК0010-01 БЕЙСИК,,1991,,,,"Помогите птенцу добраться до своего гнездышка. Переход на следующий уровень-через верхнюю границу кадра. Не забывайте кормить птенца, иначе у него не хватит сил для перехода на следующий уровень.",CHICK12c7.zip,,,,,,,,,,1339157106_1.jpg,1339157079_2.jpg,1339157163_3.jpg,1339157121_4.jpg,,,,,,,,,https://r-games.net/25823-chick-beysik.html,,,,
339,CIRCLER,Bubon production,,1991,БК0010,Аркада,1991,,,,"По сюжету игры для IBM PC Perestrojka. Существо, сильно смахивающее на утёнка, путешествует по болоту. Цель проста: нужно пройти из левого нижнего угла в правый верхний.",circler5885.zip,,,,,,,,,,1296726919_1.jpg,1296726942_2.jpg,,,,,,,,,,,https://r-games.net/339-circler.html,,,,
513,COLUMNS,AW Corp.,,1991,БК0010,Логическая,1991,,,,"Цель игры: набрать как можно больше очков, укладывая падающие разноцветные фигуры в стакан",columnsbk6253.zip,,,,,,,,,,1297150090_1.jpg,1297150079_2.jpg,,,,,,,,,,,https://r-games.net/513-columns.html,,,,
512,COLUMNS,GASP inc.,,1991,БК0010,Логическая,1991,,,,"Цель игры: набрать как можно больше очков, укладывая падающие разноцветные фигуры в стакан",columns8155.zip,,,,,,,,,,1440073167_r-games.net_1.png,1297149719_1.jpg,,,,,,,,,,,https://r-games.net/512-columns.html,,,,
110,COLUMNS (РЕКЛАМА),AMsoft,Фирма Магистр,1991,БК0010,Реклама,1991,,,,Реклама фирмы Магистр со встроенной игрой COLUMNS,columns_rekbd81.zip,,,,,,,,,,1395990701_r-games.net_1.png,1395990733_r-games.net_2.png,1395990748_r-games.net_3.png,,,,,,,,,,https://r-games.net/110-columns-reklama.html,,,,
515,CRACK,,MacroSoft,1991,БК0010,"Логическая, Аркада",1991,,,Русский,"Вам предстоит выполнить тяжелую задачу, пройти все лабиринты, собрав все клады. Будьте осторожны, сокровища хорошо охраняются.",crack1f71.zip,,crack_alt7674.zip,,super_crackcce0.zip,,,,,,1493298415_3.png,,,,,,,,,,,,https://r-games.net/515-crack.html,,,,
645,DEMON STALKER,KV,,1991,БК0010,Лабиринт,1991,,,,KV 1991 demonstalk.zip,ds1f1b.zip,,demonstalkerbd4c.zip,,,,,,,,1297330075_1.jpg,1297330048_2.jpg,1297330065_3.jpg,,,,,,,,,,https://r-games.net/645-demon-stalker.html,,,,
226,DESTRUCTIVE FLIGHT,Дженгуров Г.В.,АКТ,1991,БК0010,Леталка-Стрелялка,1991,,,,"Разрушительный рейд. Нелегко Вам придется на пути к месту назначения - аэродрому N. Воздушное пространство контролируется войсками ПВО и авиации противника. Тем не менее, мы думаем, что Вы справитесь с этой задачей.",destructive_flightb6cc.7z,,,,,,,,,,1395142974_r-games.net_1.png,1395142979_r-games.net_2.png,1395142990_r-games.net_3.png,1395143073_r-games.net_4.png,,,,,,,,,https://r-games.net/226-destructive-flight.html,,,,
227,DRAGON FLY! (EPISODE 5) (БЕЙСИК),Шишканов Д.,ELMSOFT,1991,БК0010-01 БЕЙСИК,Леталка-Стрелялка,20.09.1991,,,,В этой игре Вам предстоит преодолеть четыре тяжелых перелета на боевой машине давнего прошлого - гигантском драконе. Управляет им друид из игры ENIGMA (ELMSOFT).,dragonbasiccd0d.7z,,,,,,,,,,1395142419_r-games.net_1.png,1395142438_r-games.net_2.png,1395142408_r-games.net_3.png,1395142458_r-games.net_4.png,1395142396_r-games.net_5.png,,,,,,,,https://r-games.net/227-dragon-fly-episode-5-beysik.html,,,,
797,ENIGMA (EPISODE 4) (БЕЙСИК),Шишканов Д.,ELMSOFT,1991,БК0010-01 БЕЙСИК,Платформа,26.06.1991,,,,"Принцип этой игры не совсем обычен. Enigma-это игра - миссия, которых на БК еще практически нет. Насколько удалась эта игра - судить Вам. Ваша миссия: Уничтожить могущественного вампира, живущего в портрете и покинуть замок. Для этого Вы должны собрать 2 заклятья и 2 предмета. Заклятья Вы должны найти раньше предметов. О пользе заклятий Вам скажут мудрые пауки, живущие на обоих этажах замка (с пауком можно разговаривать, пока нужное Вам заклятье еще не найдено). Берутся заклятья (они выглядят, как иероглифы) при помощи директивы ""читать"". Перемещаться с этажа на этаж можно при помощи котла, заклятья и директивы ""колдовать"", использовать их можно только стоя прямо на котле. Берутся предметы директивой ""брать"", причем 2-й предмет после этого не исчезает, Вы лишь ""запоминаете"" его изображение. О том,что для уничтожения старого Дракулы уже все готово, Вас известит короткий звук, возникающий при переходе из одного зала в другой. Услышав его, Вы должны направить свои усилия на поиски зловещего портрета, уничтожить который Вы можете лишь собрав все необходимое, встав вплотную к потрету и реализовав директиву ""использовать"". Уничтожив старого упыря, Вы тем самым разрушаете некоторые его чары и вместо колонны в зале номер1 (левое крыло, верхний этаж - в этом зале Вы появляетесь в начале игры) возникает проход, через который Вы можете попасть в ранее недоступную комнату. Подойдите к тому,кто в ней Вас так долго ждал вплотную, используйте директиву ""разговаривать"" (с ее помощью Вы можете разговариться также с пауками и с портретом) и Вы можете считать себя победителем в 4-й серии сериала под общим названием ""ZEALOT"" Остается лишь предупредить, что в течение всей игры Вас будут преследовать подвластные вампиру чудовища - прыгающие нетопыри и плотоядные мокрицы. Последних можно избегать при помощи директивы ""прыгать"".",enigmabasic4916.zip,,,,,,,,,,1330691108_1.jpg,1297760346_1.jpg,1297760364_2.jpg,1297760297_3.jpg,1297760305_4.jpg,,,,,,,,https://r-games.net/797-enigma-episode-4-beysik.html,,,,
799,EXOLON (SKAMA),SKAMA,,1991,БК0010,Платформа,1991,,,Русский,Похождения отважного космолетчика продолжаются.,exolon_skamacbdc.zip,,exolond37d.zip,,,,,,,,1312875562_1.jpg,1312876189_2.jpg,1312876226_3.jpg,1297760735_1.jpg,,,,,,,,,https://r-games.net/799-exolon-skama.html,,,,
229,F-15,Дженгуров Г.В.,АКТ,1991,БК0010,Леталка-Стрелялка,1991,,,,Вам необходимо пролететь над прифронтовой полосой 2000км. Спокойному полету будет мешать авиация противника.,f-152947.7z,,,,,,,,,,1395132952_r-games.net_1.png,1395132948_r-games.net_2.png,1395132974_r-games.net_3.png,1395133025_r-games.net_4.png,,,,,,,,,https://r-games.net/229-f-15.html,,,,
237,FIGHTER,SOFT MASTER CORP. (SMS corp.),,1991,БК0010,Стрелялка,1991,,,,"Ваша задача: управляя советским истребителем класса МИГ, уничтожить вражеские самолеты, вторгшиеся на территорию СССР.",Fighter-SMC24dc.zip,,,,,,,,,,1394778049_1.png,1394778041_2.png,1394778036_3.png,,,,,,,,,,https://r-games.net/237-fighter.html,,,,
652,FISH,Smirnoff Software,,1991,БК0010,Лабиринт,1991,,,,"Игра представляет собой аналог PACMANa, Вы управляете маленькой рыбкой, которая должна собрать в лабиринте весь корм, но мешать ей будут воздушные пузыри, так что осторожней",fisha4e9.zip,,,,,,,,,,1340777115_1.jpg,1297331218_1.jpg,,,,,,,,,,,https://r-games.net/652-fish.html,,,,
522,FROG,Дубовицкий Ю.,MTU Corp.,1991,БК0010,Логическая,1991,,,,"Вы должны собрать все болты, избегая встреч с мячами.",frogf3ef.zip,,,,,,,,,,1342080607_1.jpg,1297151215_2.jpg,1297151160_1.jpg,,,,,,,,,,https://r-games.net/522-frog.html,,,,
662,HOME ADVENTURE,"Малышев А.В., Шишкин Н.В. (PG corp.), Малышев Анатолий","АО ""ОРИКС""",1991,БК0010,Лабиринт,1991,Малышев Анатолий,,Русский / Английский,"Итак, Вы должны пройти все комнаты в любом из домов. В течении игры Вам будут мешать всевозможные духи. Цель игры расставить все ключи в замочные скважины. На прохождение всех комнат дается время.",homed37b.zip,,,,,,,,,,1297335213_2.jpg,1297335164_4.jpg,1297335143_1.jpg,1297335148_3.jpg,,,,,,,,,https://r-games.net/662-home-adventure.html,,,,
664,"INDIANA JONES (LEVEL 1,2,3)","Лимонов А., Малышев А., Малышев Анатолий",SMASH Corp.,1991,БК0010,Лабиринт,1991,Малышев Анатолий,,Английский,INDIANA JONES LEVEL 1 Индиана Джонс отправляется в храм обреченных на поиски ковчега. В стенах этого храма замурованы ключи от сундуков. Ударом хлыста по стене вы можете овладеть ключом и открыть один из сундуков. Вам предстоит борьба с огромными летучими мышами и мерзкими хранителями ковчега.,jones191b1.zip,,jones202a3.zip,,jones36798.zip,,jones_adve07c.zip,,edit_jones3134.zip,,1565157236_j2_2.png,1565157290_j3_3.png,1565157305_j2_4.png,1565157306_j3_5.png,1565157234_j2.png,1565157300_j2_5.png,1565157337_j4.png,1565157299_j2_3.png,1565181691_ej2.png,1565181730_ej1.png,1565157276_j3.png,1565157878_adv.png,https://r-games.net/664-indiana-jones-smash.html,,,,
773,JAPAN NINJA IN THE SHAOLINN,Дженгуров Г.В.,АКТ,1991,БК0010,Драки,1991,,,,Дженгуров Г.В. АКТ 1991,japan_ninjaea29.zip,,,,,,,,,,1330692473_1.jpg,1297691286_1.jpg,1297691264_2.jpg,,,,,,,,,,https://r-games.net/773-japan-ninja-in-the-shaolinn.html,,,,
362,JUMP IN SLOT,DisCreT Corp.,,1991,БК0010,Аркада,1991,,,,"Управляя подвижным отверстием в перегородке, поменяйте шарики местами за отведенное время",jump_in_slot6e57.zip,,,,,,,,,,1296735680_1.jpg,1296735617_2.jpg,,,,,,,,,,,https://r-games.net/362-jump-in-slot.html,,,,
808,K*ANIFOL (EPISODE 2) (БЕЙСИК),"Шишканов Д., Брюков М.",ELMSOFT,1991,БК0010-01 БЕЙСИК,Аркада,05.04.1991,Брюков М.,,,Игру добавил Eggman,kanif8913.zip,,,,,,,,,,1330690422_1.jpg,1297762612_1.jpg,1297762623_2.jpg,1297762579_3.jpg,1297762589_4.jpg,,,,,,,,https://r-games.net/808-kanifol-episode-2-beysik.html,,,,
31550,LUCK (ОДНОРУКИЙ БАНДИТ) (БЕЙСИК),Клуб Компьютерных Извращений,,1991,БК0010-01 БЕЙСИК,Азартная,1991,,,,Игра представляет собой эмулятор игрового автомата Однорукий Бандит. Джек Пот сорвать так и не удалось,LUCK14bcf.zip,,,,,,,,,,1363681354_1.png,1363681380_2.png,1363681354_3.png,,,,,,,,,,https://r-games.net/31550-luck-odnorukiy-bandit-beysik.html,,,,
834,MINI-POKER V.1.01,LOG & YS corp.,,1991,БК0010,Азартная,08.03.1991,,,Русский,"Разновидность ""Покера на костях""",mini-pocker9bed.zip,,,,,,,,,,1491473649_screenshot_32.png,1491473633_screenshot_33.png,1491473627_screenshot_34.png,1491473649_screenshot_35.png,,,,,,,,,https://r-games.net/834-mini-poker-v101.html,,,,
20692,NICK NORMAN,Дженгуров Г.В.,АКТ,1991,БК0010,Аркада,1991,,,Русский,"Легендарный капитан Ник Норман оказывается на планете Амильта — одной из самых малоизученных планет в системе Антареса. Ему удаётся передать свои координаты на корабль, но погодные условия не позволяют приземлиться в этом месте. Давайте поможем нашему герою добраться до точки посадки!",nick_normanc639.zip,,,,,,,,,,1492417351_screenshot_104.png,1492417325_screenshot_105.png,1492417329_screenshot_106.png,1492417369_screenshot_107.png,1492417288_screenshot_108.png,,,,,,,,https://r-games.net/20692-nick-norman.html,,,,
374,PACMAN,SMIRNOFF SOFTWARE,,1991,БК0010,Аркада,1991,,,,Одна из разновидностей игры Pacman,packman-smirnoff-software3c76.zip,,,,,,,,,,1492431358_1.png,1492431295_2.png,1492431374_3.png,1492431316_4.png,1492431308_5.png,,,,,,,,https://r-games.net/374-pacman.html,,,,
541,PIPE DREAM,Надежин А.М.,AN Corp.,1991,БК0010,Логическая,1991,,,Русский,"Ваша задача: построить трубопровод не меньше заданной длины, набирая максимум очков.",pipedreamn2883.zip,,anpipe-m4f98.zip,,,,,,,,1492584304_1.png,1492584308_2.png,1492584327_3.png,1492584306_4.png,1492584255_5.png,,,,,,,,https://r-games.net/541-pipe-dream.html,,,,
376,PIROMANIA,MicroCode Software,NSM corp,1991,БК0010,Аркада,1991,,,Русский / Английский,"Ваша задача - потушить все очаги пожаров и не дать взорваться емкостям с бензином, хотя главное - не сгореть самому.",piromania272a.zip,,,,,,,,,,1492585108_1.png,1492585155_2.png,1492585128_3.png,1492585132_4.png,,,,,,,,,https://r-games.net/376-piromania.html,,,,
703,PREDATOR - I (БЕЙСИК),Тагунов А.В.,AVT,1991,БК0010-01 БЕЙСИК,Лабиринт,05.12.1991,,,,Вы охотник. Ваша задача - пройти через цепь лабиринтов. Вы ограниченны по времени. По дороге Вы должны поймать как можно больше жертв.,predator1basic3073.zip,,,,,,,,,,1493716479_1.png,1493716491_2.png,1493716550_3.png,1493716548_4.png,,,,,,,,,https://r-games.net/703-predator-i-beysik.html,,,,
20694,RAMBO,Кузнецов С.А.,KS corp.,1991,БК0010,,1991,,,Русский,"Ваша задача - уничтожить вражеский десант, высадившийся в джунглях, и собрать все контейнеры с ценной информацией.",ramboee21.zip,,rambo_v7c22.zip,,,,,,,,1493799305_1.png,1493799292_2.png,1493799288_3.png,1493799366_4.png,1493799368_5.png,1493799339_6.png,,,,,,,https://r-games.net/20694-rambo.html,,,,
382,RIFLE,"Зараев М., Мышинский С.",ZM corp.,1991,БК0010,Аркада,1991,,,,"RIFLE - игра для двоих. Один из противников управляет левым охотником, другой правым. Вы должны быстрее своего противника направить ружье на вылетающую утку и убить её.",rifle81e3.zip,,,,,,,,,,1343383818_1.jpg,1296802047_1.jpg,,,,,,,,,,,https://r-games.net/382-rifle.html,,,,
384,ROOM,Липатов Владимир,LV corporation,1991,БК0010,Аркада,1991,,,Английский,"Цель игры - собрать 100 слитков золота, бегая по заколдованным комнатам. Вам будут мешать стены (некоторые из них можно взорвать, а стены со знаком вопроса (?) надо вскрывать, там может быть золото. Каждое действие стоит энергии. Телевизоры ее прибавляют, а холодильники уменьшают. Через дверь или окно можно пройти из одной комнаты в другую. Через унитаз или камин можно пройти в первую или последнюю комнату",room4767.zip,,,,,,,,,,1493880798_1.png,1493880769_2.png,1493880818_3.png,,,,,,,,,,https://r-games.net/384-room.html,,,,
713,SEA OF DEATH,New Ster corp.,CNS,1991,БК0010,Лабиринт,1991,,,,"Прекрасно оформленная, динамическая, лабиринтная игра. Сто пятьдесят подводных лабиринтов. Порядок появления очередного лабиринта случаен, что позволяет щадить игрока тем, что одни и те же лабиринты не действуют на нервы. В игре вы услышите музыку В.Бутусова. Задача игрока заключается пройти через люк в следующий лабиринт, так до конца и освободить принцессу. Вам будут препятствовать водоросли которые вы сможете уничтожать с помощью бомб, запас которых ограничен, и может пополнятся, если вы возьмете ящик с боеприпасами. Так же вам будут препятствовать акулы, пузырьки воздуха, скаты, медузы и черепа, черепа ни чем не берутся, им терять нечего. Если Вам удастся продержатся до тех пор когда исчезнет полоска в служебной строке, вы автоматически перейдете в следующий лабиринт. Играть можно как от клавиатуры так и от джойстика, КТ-пауза. Пока вы не нажмете ни одну клавишу вас не тронут, есть возможность все обдумать.У ваших врагов есть свои слабости, акулы перемещаются только горизонтально, скаты по диагонали, пузырьки поднимаются только верх, а медуз легко обмануть. В начале игры вы можете изменить управление с помощью клавиш стрелка влево, стрелка вправо. Игра стрелка верх. Выход из игры стрелка вниз. В алгоритме игры запрограммированы различные приятные сюрпризы (не всегда забирается жизнь и. т. д.). В служебной строке содержится вся информация (жизни, номер пройденного лабиринта, очки, лучший результат).",seadeathbf4a.zip,,,,,,,,,,1493886717_1.png,1493886704_2.png,1493886785_3.png,,,,,,,,,,https://r-games.net/713-sea-of-death.html,,,,
263,SECOND,Бортник Борис,BIL corp.,1991,БК0010,Леталка-Стрелялка,1991,,,Русский,"Вторая игра космо-приключенческой серии от Бил корп, начало Bally (Diday), продолжение - Planet.",second429e.zip,,,,,,,,,,1365143632_1.png,1365143677_2.png,1365143624_3.png,1365143681_4.png,,,,,,,,,https://r-games.net/263-second.html,,,,
548,SOKO-BAN (БЕЙСИК),Ходулев А.Б.,,1991,БК0010-01 БЕЙСИК,Логическая,1991,,,Русский,Ваша задача - расставить все ящики по местам. Версия игры на БЕЙСИКЕ.,soko-banbasice61b.zip,,,,,,,,,,1495180773_1.png,1495180816_2.png,1495180775_3.png,1495180794_4.png,,,,,,,,,https://r-games.net/548-soko-ban-beysik.html,,,,
715,SOLDIER,DIM corp.,,1991,БК0010,"Лабиринт, Аркада",1991,,,Русский / Английский,"Ваша задача: дойти до самого нижнего лабиринта. Вам будут мешать всевозможные гады, от которых надо сматываться.",soldier-ru1991dim1000p2f41.zip,,soldier-ru1991dim720c-kingsoftc4bb.zip,,,,,,,,1495187446_1.png,1495187445_2.png,1495187413_3.png,1495187470_4.png,1495187474_5.png,,,,,,,,https://r-games.net/715-soldier.html,,,,
761,STAR WARS RETURN OF JEDI,Сидоров С.В. (SSV corp.),SSV,1991,БК0010,"Стрелялка, Ралли, Аркада",1991,,,Английский,Игра по мотивам фильма ЗВЕЗДНЫЕ ВОЙНЫ.,return7840.zip,,return-jedi-diskf4a4.zip,,,,,,,,1495701947_2.png,1495701981_3.png,1495701997_4.png,1495701939_5.png,1495701949_6.png,1495701911_1.png,,,,,,,https://r-games.net/761-star-wars-return-of-jedi.html,,,,
278,STARWAR (ЗВЕЗДНЫЕ ВОЙНЫ),"Горбунов Д.В., Андрющенко Г.В.",NPC soft,1991,БК0010,Леталка-Стрелялка,26.01.1991,Андрющенко Г.В.,,Русский / Английский,"Звездные воины - это было давно... в галактике С3.19 почти не осталось колоний землян, когда на малую звездную систему напали. Защищаться было бесполезно. Мощные боевые корабли врагов быстро подавили слабое сопротивление землян. Судьба колонии была решена...",starwar60cf.zip,,,,,,,,,,1365054809_1.png,1365054817_2.png,1365054835_3.png,1365054841_5.png,1365055218_4.png,,,,,,,,https://r-games.net/278-starwar.html,,,,
280,SUPERWAR,,DIM corp.,1991,БК0010,Леталка-Стрелялка,1991,,,Русский,Ваша задача - долететь до базы на легком космическом корабле.,supwarf4ea.zip,,,,,,,,,,1360835546_1.png,1360835597_2.png,1360835607_3.png,1360835612_4.png,,,,,,,,,https://r-games.net/280-superwar.html,,,,
20708,WAY IN THE STAR,Пухляков Е.А.,HACKSOFT,1991,БК0010,Леталка-Стрелялка,1991,,,,Пухляков Е.А. HACKSOFT 1991,way_in_the_star6e63.zip,,,,,,,,,,1303719894_2.jpg,1303719869_1.jpg,,,,,,,,,,,https://r-games.net/20708-way-in-the-star.html,,,,
728,ZOID (EPISODE 3) (БЕЙСИК),Шишканов Д.,ELMSOFT,1991,БК0010-01 БЕЙСИК,Лабиринт,08.06.1991,,,,Шишканов Д. ELMSOFT 08.06.1991,zoid0669.zip,,,,,,,,,,1297675423_2.jpg,1297675475_1.jpg,1340020569_1.jpg,,,,,,,,,,https://r-games.net/728-zoid-episode-3-beysik.html,,,,
23746,ZYBEX (БЕЙСИК),Шишканов Д.,ELMSOFT,1991,БК0010-01 БЕЙСИК,Леталка-Стрелялка,27.03.1991,,,,Шишканов Д. ELMSOFT 27.03.1991,zybexb59f.zip,,,,,,,,,,1551121900_zybex-2.png,1551121847_zybex-1.png,,,,,,,,,,,https://r-games.net/23746-zybex.html,,,,
730,АБОРИГЕНИЯ,"Лимонов А.В., Мубинов Н.А. (PG corp)","АО ""ОРИКС""",1991,БК0010,Лабиринт,1991,,,Русский,"Ваша задача - собирать монеты в сдвигающемся лабиринте. Ваша задача - собирать монеты в сдвигающемся лабиринте. Лимонов А.В., Мубинов Н.А. (PG corp) АО ""ОРИКС"" 1991",aborig5de4.zip,,,,,,,,,,1297675888_1.jpg,1297675933_3.jpg,1297675875_2.jpg,,,,,,,,,,https://r-games.net/730-aborigeniya.html,,,,
289,АТОЛЛ - ОГНЕННЫЙ ВЕТЕР,Дженгуров Г.В.,PLUM Software inc.,1991,БК0010,Леталка-Стрелялка,1991,,,Русский,Ваша задача - пролететь над вражеской территорией и остаться в живых. Ваша задача - пролететь над вражеской территорией и остаться в живых. Дженгуров Г.В. (АКТ) PLUM Software inc. 1991,atoll8785.zip,,,,,,,,,,1360830166_1.png,1360830153_2.png,1360830155_3.png,,,,,,,,,,https://r-games.net/289-atoll.html,,,,
733,БАТИСКАФ,DIM corp.,DIM corp.,1991,БК0010,Лабиринт,1991,,,,Управляя батискафом нужно собрать все клады в затопленном лабиринте после чего найти выход из него.Описание добавил razor729,batiskaf6d01.zip,,batiskafa6af.zip,,batiskaf_edit7d75.zip,,,,,,1315729058_4.jpg,1315729018_2.jpg,1551205073_1.jpg,1315729016_3.jpg,1551205146_2.jpg,1315729044_1.jpg,,,,,,,https://r-games.net/733-batiskaf.html,,,,
20770,БРОСЬ ПАЛЕЦ,Миловидов В.Н.,,1991,БК0010,Азартная,24.09.1991,,,,"Вы можете испытать Вашу удачливость. У Вас и у компьютера по 5 очков. Одновременно Вы и компьютер выбрасываете 1 или 2 пальца. Если Вы угадали ход БК, то одно его очко переходит к Вам, иначе Ваше очко забирает БК. Ваша задача - отнять у соперника все его очки. Вы можете испытать Вашу удачливость. У",bpdce4.zip,,,,,,,,,,1310375356_1.jpg,1310375371_2.jpg,,,,,,,,,,,https://r-games.net/20770-bros-palec.html,,,,
435,ДЖУНГЛИ,Березкин Е.,LAIR soft,1991,БК0010,Аркада,1991,,,Русский,"Если Вам по душе динамические игры, связанные с прохождениями лабиринтов, погонями и преследованиями, то игра ""ДЖУНГЛИ"" для Вас! Перед тем, как начинать какое-нибудь дело, необходимо иметь хоть небольшое представление о нем. Вот Вам необходимые сведения об игре ""ДЖУНГЛИ"": Ваши похождения будут проходить в густых зарослях джунглей. Вы встретитесь с очень милыми обезьянами, которые очень любят ананасы. Эти ананасы Вам тоже очень необходимы, т. к. за каждые 10 штук, Вам в награду будет даваться жизнь. Итак игра начинается. Обезьянки свободно гуляют по джунглям, кушают ананасы и избегают встреч с Вами. Вы же ананасов попробовать не можете, пока не поймаете обезьяну. Вот наконец Вы поймали ее. Теперь можно и полакомиться ананасами, но осторожно! Все обезьяны бросаются на помощь попавшей в беду (даже забывают про ананасы) и не успокаиваются, пока Вы не посадите беднягу в клетку. Если же Вам не удастся убежать от них, то прощайтесь с жизнью. Игра продолжается до тех пор, пока Вы не переловите всех обезьян (когда переловите - перейдете в следующий сектор) или растратите все жизни. Вы можете рубить пальмы, находящиеся справа и слева от Вас, но помните, то что срублено - никогда не восстановится (разве что в следующей игре). По прохождении всех секторов Вы получите музыкальный подарок. Добровольный отказ от ""жизни"" - клавиша ""СБР"". Ну что же, я думаю, что краткая картина игры смогла заинтересовать Вас. Если так, начинайте играть. Я думаю, Вы получите большое удовлетворение и хорошо отдохнете, отвлекшись от повседневной жизни. Удачи Вам.",jungle1856.zip,Игра,doc_tanker_dzhunglic726.zip,Документация,,,,,,,1296825211_3.jpg,1296825126_4.jpg,1296825199_1.jpg,1296825206_2.jpg,,,,,,,,,https://r-games.net/435-dzhungli.html,,,,
442,ЗЕРКАЛО,Кузьминов Николай,,1991,БК0010,Аркада,1991,,,Русский,Ваша задача: управляя световым лучом собрать все монеты.,zerkalo_fix328a.zip,,,,,,,,,,1553839659_3.png,1553839568_1.png,1553839587_2.png,,,,,,,,,,https://r-games.net/442-zerkalo-v33.html,,,,
737,ИНДИАНА ДЖОНС,Дженгуров Г.В.,АКТ,1991,БК0010,Лабиринт,1991,,,Русский,"Ещё не забыты исторические походы воинов-крестоносцев. Многие современные искатели приключений отправляются по следам отважных рыцарей, чтобы отыскать святые реликвии. Вам предлагается возможность участвовать в поисках грааля, чаши, из которой пил вино Иисус на тайной вечере. чтобы попасть в",indianajonesa4bd.zip,,,,,,,,,,1297678108_4.jpg,1297678107_2.jpg,1297678042_3.jpg,1297678043_1.jpg,,,,,,,,,https://r-games.net/737-indiana-dzhons.html,,,,
446,КАДЕТ 2,Дженгуров Г.В.,АКТ,1991,БК0010,Аркада,1991,,,Русский,"Ваша задача: пройти все комнаты замка, собирая контейнеры с препаратом Х-6. Будьте осторожны - дом охраняется супер роботами : страж М :",kadet2c42a.zip,,,,,,,,,,1342162715_1.jpg,1296826903_1.jpg,,,,,,,,,,,https://r-games.net/446-kadet-2.html,,,,
32564,КЛАД 10,,,1991,БК0010,Лабиринт,1991,,,Русский,"Игра заключается в том,чтобы пройти все лабиринты, собирая все клады и избегая встреч с синими человечками, стараться не упасть в воду и набрать максимальное число очков.",Klad109240.zip,,,,,,,,,,1405320582_r-games.net_1.png,1405320538_r-games.net_2.png,,,,,,,,,,,https://r-games.net/32564-klad-10.html,,,,
572,КОЛОРИС,Кочнов С.В.,,1991,БК0010,Логическая,1991,,,Русский / Английский,"Одна из разновидностей тетриса, только необходимо не просто разложит ряд фигур, но и подобрать их по цвету.",colorisbk5b52.zip,,coloris-6m7c2b.zip,,,,,,,,1297191819_1.jpg,1297191779_2.jpg,,,,,,,,,,,https://r-games.net/572-koloris.html,,,,
451,КРЕПОСТЬ,Дженгуров Г.В.,АКТ,1991,БК0010,Аркада,1991,,,,"Ваша задача, управляя летающим аппаратом, собирать людей с крепости. Но крепость очень хорошо защищена установками ПВО.",krepost1f9b.zip,,,,,,,,,,1342160979_1.jpg,1296827698_1.jpg,1296827668_2.jpg,,,,,,,,,,https://r-games.net/451-krepost.html,,,,
452,КРУТЫЕ РЕБЯТА,Дженгуров Г.В.,АКТ,1991,БК0010,Аркада,1991,,,Русский / Английский,"Ваша задача, собрать все алмазы в лабиринте, но не всё так просто, алмазы хорошо охраняются.",krutie_rebyta2532.zip,,,,,,,,,,1342160773_1.jpg,1296827869_1.jpg,1296827815_2.jpg,,,,,,,,,,https://r-games.net/452-krutye-rebyata.html,,,,
460,МАФИЯ,Дженгуров Г.В.,АКТ,1991,БК0010,Аркада,1991,,,,"В замке, принадлежащем главарю местной мафии, спрятаны 5 дискет, изобличающих преступления бандитов. Вам необходимо найти их и вынести из дома.",mafia_djen2002.zip,,,,,,,,,,1342097609_1.jpg,1297062916_1.jpg,,,,,,,,,,,https://r-games.net/460-mafiya.html,,,,
576,МЕШОК,Кузьминов Николай,,1991,БК0010,Логическая,25.08.1991,,,Русский,"Эта игра во многом схожа с игрой ТЕТРИС. Требуется компактно уложить фигуры в сосуде, стараясь стереть все строки.",meshokd0db.zip,,,,,,,,,,1297192109_1.jpg,1341835675_1.jpg,,,,,,,,,,,https://r-games.net/576-meshok.html,,,,
585,ПЕСТРАЯ ЛЕНТА,Кузьминов Николай,,1991,БК0010,Логическая,1991,,,Русский,Ваша задача - компактно уложить ленту на замкнутом пространстве.,pestraylenta73d3.zip,,,,,,,,,,1341833845_1.jpg,1297234950_1.jpg,,,,,,,,,,,https://r-games.net/585-pestraya-lenta.html,,,,
596,РЕВЕРСИ,Шкуратов С.,,1991,БК0010,Логическая,1991,,,Русский,"Одна из многочисленных версий игры ""Реверси""",suprever38b9.zip,,,,,,,,,,1297236673_1.jpg,1297236616_4.jpg,1297236609_2.jpg,1297236607_3.jpg,,,,,,,,,https://r-games.net/596-reversi.html,,,,
206,СЛАЛОМ,Дженгуров Г.В.,АКТ,1991,БК0010,Спортивная,1991,,,Русский / Английский,"В этой игре Вы управляете лыжником, который скатывается с горы. Ваша задача: скатиться с горы, при этом не врезаться в деревья и указательные флажки.",slalom4dd5.zip,,,,,,,,,,1395399474_r-games.net_1.png,1395399474_r-games.net_2.png,,,,,,,,,,,https://r-games.net/206-slalom.html,,,,
