ID,Название,Авторы,Издатель,Год выпуска,Платформа,Жанр,Дата выхода,Графика,Музыка,Язык интерфейса,Описание,Имя файла 1,Описание файла 1,Имя файла 2,Описание файла 2,Имя файла 3,Описание файла 3,Имя файла 4,Описание файла 4,Имя файла 5,Описание файла 5,Скриншот 1,Скриншот 2,Скриншот 3,Скриншот 4,Скриншот 5,Скриншот 6,Скриншот 7,Скриншот 8,Скриншот 9,Скриншот 10,Скриншот 11,Скриншот 12,Ссылка на страницу,Дата добавления,Видео,Исходники,ГитХаб
523,"FUGITIVE, THE (БК0011М)","Власов Николай, Вершинин Иван",GLOSSA Software,1995,БК0011М,Логическая,1995,,,,"В 2013 году в одной из тюрем Самары вводится в действие система ""888"" на базе новейшей модели компьютера ""БК 1111М"". Один из заключенных - Е.Делиев узнает, что эта машина работает под управлением CSIDOS !! Добравшись однажды до машины, он, с ранних лет знакомый с CSIDOS, взламывает файлы и узнает принцип ""888"" - на каждом этаже 145 дверей. Чтобы попасть на следующий этаж, нужно пройти через 8 контрольных (которые открываются ровно в 8-мью картами), собрать ещё 8 карт и войти в телепортатор... Против системы уничтожения имеется 5 защит.На крыше будут ждать друзья. Вперед.",fugitive11d4.zip,,,,,,,,,,1297151224_3.jpg,1297151300_1.jpg,1297151299_4.jpg,1297151270_2.jpg,1297151271_5.jpg,,,,,,,,https://r-games.net/523-fugitive-the-bk0011m.html,,,,
20678,HARD MISSION,Шарапов Алексей,Mial,1995,БК0010,Леталка-Стрелялка,1995,,,,"Вам предстоит трудная задача - убить всех драконов, это новое биологическое оружие, которое создали венериане, для нападения на Землю. Они производят его на одной из своих планет-колоний. Там находятся 4 перемещающихся биологических завода, которые производят яйца из которых затем вылупляются молодые драконы. Вам необходимо всех их уничтожить до того как их собьют в орды и пощлют на Землю.",hmissionbd42.7z,,,,,,,,,,1303484772_1.jpg,1303484688_2.jpg,1303484713_1.jpg,,,,,,,,,,https://r-games.net/20678-hard-mission.html,,,,
20681,INDIANA JONES IN SEARCH OF PIRATS TREASURES (БЕЙСИК),Степанов Виктор,VSV Corp.,1995,БК0010-01 БЕЙСИК,Платформа,1995,,,,"В данной игре INDIANA JONES отправляется на поиски пиратских сокровищ. Игра создана на БЕЙСИКЕ, внутри архива лежит файл с документацией, запускать в мониторной системе. Для запуска игры используйте команду БЕЙСИКА BL ""INDI"",R",indiana_basicc312.zip,,,,,,,,,,1303487689_1.jpg,1303487654_2.jpg,1303487960_1.jpg,,,,,,,,,,https://r-games.net/20681-indiana-jones-in-search-of-pirats-treasures-beysik.html,,,,
667,INSIDE OUTING (БК0011М),Польский Сергей,Serg Polsky,1995,БК0011М,Лабиринт,12.03.1995,,,,"Игра перенесена с ZX SPECTRUMa, по описанию игры это наверное первая полноценная 3D игра для БК0011М.",inside_outinga75d.7z,,,,,,,,,,1340105445_1.jpg,1297336140_1.jpg,1297336136_2.jpg,1297336122_3.jpg,1297336190_4.jpg,,,,,,,,https://r-games.net/667-inside-outing-bk0011m.html,,,,
696,OVERFLY,"Подковыров Р.С., Кудин С.Ю.",ATLANTIC SOFTWARE,1995,БК0010,Лабиринт,1995,,,Русский / Английский,"Ваша задача: летая по двухмерному пространственному лабиринту, собирать всякие важные вещи, уничтожая при этом врагов.",overfly61e0.zip,,,,,,,,,,1492430108_1.png,1492430127_2.png,1492430064_3.png,1492430121_4.png,1492430081_5.png,,,,,,,,https://r-games.net/696-overfly.html,,,,
150,OVERFLY (РЕКЛАМА),"Подковыров Р.С., Кудин С.Ю.",ATLANTIC SOFTWARE,1995,БК0010,Реклама,1995,,,,Рекламный файл игры OVERFLY,atlantic-overfly-advertissement2917.zip,,,,,,,,,,1395829099_r-games.net_1.png,1395829130_r-games.net_2.png,,,,,,,,,,,https://r-games.net/150-overfly-reklama.html,,,,
152,PANIK BEL DEPECHE (ДЕМО) (БК0011М),Skill Soft,,1995,БК0011М,Демо,1995,,,,Демка для любителей группы DEPECHE MODE,dm-demoaab7.zip,,,,,,,,,,1395828373_r-games.net_1.png,,,,,,,,,,,,https://r-games.net/152-panik-bel-depeche-demo-bk0011m.html,,,,
704,PRINCE (ПРИНЦ ПЕРСИИ),Погорельцев В.,,1995,БК0010,Лабиринт,1995,,,,"Наверное, yже не надо говорить, что ""PRINCE"" это БК-версия популярной IBM игрушки. ЦЕЛЬ ИГРЫ. Злой визирь Джафар требует от прекрасной (ну о прекрасной можно не писать, не помню, чтобы принцессы были ужасны) принцессы выйти за него замуж. Он дает ей час на размышление, за этот час Вы - Принц Персии должны пройти вce лабиринты замка co всяческими прибамбасами и множеством охраны различной квалификации и спасти прекрасную принцессу, не забудьте найти на первом уровне меч, без него Вы не можете сражаться, выход в следующий уровень через открытую дверь.",princepersiieb6a.zip,,,,,,,,,,1493717575_1.png,1493717561_2.png,1493717585_3.png,1493717557_4.png,1493717556_5.png,1493717632_6.png,,,,,,,https://r-games.net/704-prince.html,,,,
390,SHOOTING,Чистяков Александр,BILATERAL STAMP,1995,БК0010,"Аркада, Стрелялка",1995,,,Английский,"Имитатор тира, где вместо неподвижных предметов находятся монстры, способные забирать Вашу энергию. Ваша задача: за время появления объектов на экране суметь определить наиболее опасного и уничтожить его.",shooting1376.zip,,,,,,,,,,1494579603_1.png,1494579577_2.png,1494579581_3.png,1494579600_4.png,1494579543_5.png,,,,,,,,https://r-games.net/390-shooting.html,,,,
48340,SNAKE (ПИТОН),Камагин Александр,Stainless Steel Rat,1995,БК0010,Аркада,1995,,,Английский,"Игры типа ""Змейка"" или ""Питон"" одни из самых популярных игр на БК, выпущено много различных вариантов. Данная игра, реализована на языке Turbo-Pascal для БК0010, отличительной чертой является возможность играть сразу двум игрокам. Первый игрок управляет клавиатурой, второй джойстиком. Цель игры, управляя змеёй ползающей на плоскости, собирать яблоки. После каждого съеденного яблока, змея увеличивается в размерах. Одно съеденное яблоко - очко в копилку, какой игрок больше соберет очков, тот и победил.",snake_twod314.zip,,,,,,,,,,1632136037_2.png,1632136001_3.png,1632135981_4.png,1632136037_1.png,1632135988_5.png,,,,,,,,https://r-games.net/48340-snake-piton.html,,,,
549,SOKOBAN (БК0011М),"CHP corp., NIVA corp.",,1995,БК0011М,Логическая,1995,NIVA corp.,,Русский / Английский,"Классический SOKOBAN, довольно неплохого качества.",sokobanccd0.7z,,,,,,,,,,1495184873_1.png,1495184876_2.png,1495184829_3.png,1495184861_4.png,1495184815_5.png,,,,,,,,https://r-games.net/549-sokoban.html,,,,
551,SOKOBAN CLASSIC,"Кононенко C., Чудиновских И., Боровик А.",MERCURY SOFTWARE,1995,БК0010,Логическая,1995,,,Русский / Английский,Классический SOKOBAN. Для перехода на следующий уровень необходимо расставить все ящики по своим места.,sokbn-cs73d4.zip,,,,,,,,,,1495185646_1.png,1495185668_2.png,1495185712_3.png,,,,,,,,,,https://r-games.net/551-sokoban-classic.html,,,,
837,SOLITAIRE ROYALE,Абрамкин П.Ю.,A-corp.,1995,БК0010,Азартная,1995,,,Английский,Все игры в Solitaire Royale имеют в общем 2 основные цели: сложить все карты в определенном порядке или удалить все карты с экрана.,solitbkdf34.zip,,,,,,,,,,1495194250_1.png,1495194306_2.png,1495194287_3.png,1495194321_4.png,1495194296_5.png,,,,,,,,https://r-games.net/837-solitaire-royale.html,,,,
818,STARSHIP TROOPERS,"Меркулов А., Меркулов П., Панин Г.",PROGRAM AVANGARD,1995,БК0011М,Платформа,1995,,,,"Игра «Starship Troopers» для БК-0011М: борьба с инопланетными захватчиками. В этой игре вы возьмёте на себя роль солдата космической пехоты, который должен защитить Землю от инопланетных захватчиков. Действие игры разворачивается в далёком будущем, когда человечество столкнулось с угрозой инопланетного вторжения. Вам предстоит сражаться с разнообразными врагами, используя различное оружие и технику. Игра «Starship Troopers» для БК-0010-01 предлагает игрокам захватывающий сюжет, интересных персонажей и разнообразные задания. Вы сможете насладиться красивой графикой, звуковым сопровождением и увлекательным геймплеем. Ваша задача — пройти через серию миссий, каждая из которых представляет собой новое испытание. Вам нужно будет уничтожать врагов, защищать союзников и выполнять различные задания.",starship_troopers267d.zip,,,,,,,,,,1297773684_1.png,1297773719_3.png,1297773742_2.png,1297773766_4.png,1330689895_1.png,,,,,,,,https://r-games.net/818-starship-troopers.html,,,,
562,THINK,Горностаев Сергей,,1995,БК0010,Логическая,1995,,,,"Управление сбрасываемыми шарами и заполнение луз, сложность в том, что перекладины, через которые прокатывается шар, меняют свое положение.Описание добавил: Горностаев Сергей",think75a3.7z,,,,,,,,,,1341836321_1.jpg,1297190555_2.jpg,1297190567_1.jpg,,,,,,,,,,https://r-games.net/562-think.html,,,,
819,TRANTOR,Шебеко С.В.,АЛЬТПРО,1995,БК0011М,Платформа,1995,,,,"Ваш разведывательный корабль прилетел на отдаленную планету, заброшенную землянами. В недрах планеты находится старая станция, которую Вы должны отремонтировать. Вам надо получить доступ к компьютеру базы. Ваш разведывательный корабль прилетел на отдаленную планету, заброшенную землянами. В недрах",trantor470f.7z,,,,,,,,,,1297773985_3.jpg,1297773974_2.jpg,1297773990_1.jpg,1330688636_1.jpg,,,,,,,,,https://r-games.net/819-trantor.html,,,,
48250,WHITE THUNDER 1,Чистяков Александр,BILATERAL STAMP,1995,БК0010,Леталка-Стрелялка,1995,,,Русский / Английский,"Благодаря усилиям и потраченному времени уважаемого Manwe, создан ""патч"" для запуска ещё одной игры под названием WHITE THUNDER. Для запуска оригинальной версии необходимо ввести пароль (ABCD0 - пароль не ""родной"", но подходит), причем срабатывает только со второго раза. Файл с оригинальной версией игры позволяет лишь ввести пароль, увидеть заставку и послушать музыку.""Крякнутая"" версия игры играбельна, убрана заставка с музыкой, работает как на БК0010, так и на БК0011.Цель игры. Вам нужно пролететь не одну зону, чтобы сразиться со злобным змеем в решающей схватке. На то, чтобы его уничтожить дается две попытки.",thunder-1_original7dd1.zip,,thunder-1_crack9ec0.zip,,,,,,,,1547018060_3.png,1547018077_2.png,1547018085_5.png,1547018108_1.png,1547018062_4.png,1547018064_7.png,1547018133_6.png,,,,,,https://r-games.net/48250-white-thunder-1.html,,,,
839,БУРА,Брызгалов Л.В.,Lion corp.,1995,БК0010,Азартная,1995,,,,"Карточная игра БУРА. Немного о правилах. В режиме ""Установки"" вы можете выбрать количество раздаваемых на руки карт, количество карт в колоде и количество колод. Старшинство карт и их расценки по очкам: туз - 11, десятка - 10, король - 4, дама - 3, валет - 2, девятка и ниже- 0. Задача -",burabec2.zip,,,,,,,,,,1297841315_1.jpg,,,,,,,,,,,,https://r-games.net/839-bura.html,,,,
865,КОРОЛЕВСТВО,CHP corp.,,1995,БК0010,Стратегия,1995,,,Русский,В игре Королевство Вам предлагается ответственная и достаточно трудная задача - будучи королем продержаться на троне как можно дольше.,korolevstvo0a72.zip,,,,,,,,,,1573398897_1.png,1573398863_4.png,1573398954_2.png,1573398933_3.png,,,,,,,,,https://r-games.net/865-korolevstvo.html,,,,
575,КРАЖА,CHP corp.,,1995,БК0010,Логическая,1995,,,Русский,"Коллекция из 3 логических игр: Кража, Эвонка, Быки и Коровы.",krajac66b.zip,,,,,,,,,,1297192067_5.jpg,1297192011_3.jpg,1297192087_2.jpg,1297192043_4.jpg,1297192073_1.jpg,,,,,,,,https://r-games.net/575-krazha.html,,,,
869,МЕНЕДЖЕР,Чуванов П.А.,CHP corp.,1995,БК0010,Стратегия,1995,,,Русский,Цель игры - скупить все фирмы или говоря другими словами разорить всех игроков.,manager81db.zip,,,,,,,,,,1297853086_1.jpg,1297853088_2.jpg,1330676724_1.jpg,,,,,,,,,,https://r-games.net/869-menedzher.html,,,,
857,ОСТРОВ ОБЕЗЬЯН,"Тюрев Дмитрий, Борисенко М.А.",CHEK,1995,БК0011М,Квест,1995,,,,По мотивам игры MONKEY ISLAND 2 c IBM PC,monkeyislandaeb5.zip,,,,,,,,,,1297848558_1.jpg,1297848530_2.jpg,1330677454_1.jpg,1297848531_3.jpg,,,,,,,,,https://r-games.net/857-ostrov-obezyan.html,,,,
956,ПАСЬЯНС КОВЕР,"Кондратович М.И., Диконов В.Г.",MIK soft,1995,БК0010,Азартная,04.02.1995,Диконов В.Г.,,Русский / Английский,"Как следует из названия, эта игра ПАСЬЯНС, по графике мало чем отличается от пасьянса ПАГАНИНИ",pas_kover3c27.zip,,,,,,,,,,1299764311_1.jpg,1299764267_2.jpg,,,,,,,,,,,https://r-games.net/956-pasyans-kover.html,,,,
950,ПАСЬЯНС ПАГАНИНИ,"Кондратович М.И., Диконов В.Г.",MIK soft,1995,БК0010,Азартная,25.03.1995,Диконов В.Г.,,Русский / Английский,"Данная разработка является первой достаточно серьёзной реализацией карточного пасьянса на БК. Раскладывание пасьянсов помимо всего прочего, прекрасно тренирует мыслительные способности. Пасьянс назван по имени гениального скрипача Николо Паганини, который любил его раскладывать. Правила раскладки довольно просты. Перемещаясь с помощью курсорных клавиш или мыши стрелку на экране подведите к той карте, которую Вы хотите переместить куда-либо. Нажмите ВВОД или ПРОБЕЛ. На карте появится маркер. Теперь переместите стрелку на то место куда Вы желаете переложить карту и еще раз нажмите ВВОД или ПРОБЕЛ. Если вы вы все сделали правильно, то карта переместится. Сначала следует переместить тузы на позиции A1-H1. Далее, по мере освобождения позиций A2-H2 на эти позиции перемещаются двойки в масть тузам . И, далее за двойками в масть выкладываются карты от тройки до короля. Kогда все карты будут выложены игра заканчивается.",patience618e.zip,,,,,,,,,,1299757405_1.jpg,1299757443_2.jpg,,,,,,,,,,,https://r-games.net/950-pasyans-paganini.html,,,,
593,ПРОЩЕ ПРОСТОГО,NGY,АЛЬТЕК,1995,БК0010,Логическая,1995,,,Русский / Английский,"Аналог телевизионной игры ""Проще Простого"".",simplerbk2960.zip,,,,,,,,,,1573755741_1.png,1573755668_5.png,1573755738_3.png,1573755699_4.png,1573755729_2.png,,,,,,,,https://r-games.net/593-prosche-prostogo.html,,,,
844,СОЛИТЕР 1Х36,Олесюк Евгений,,1995,БК0010,"Аркада, Логическая",1995,,,,Классический карточный пасьянс,soliter1x36d80d.zip,,,,,,,,,,1297842102_1.jpg,1330685907_1.jpg,,,,,,,,,,,https://r-games.net/844-soliter-1h36.html,,,,
308,AFRICA,Романтовский Д.А.,RDA corp.,1994,БК0010,Аркада,1994,,,,"Добро пожаловать в Африку, страну, полную опасностей и неожиданностей, где Вас ждут самые незабываемые приключения.",afrikabk97dc.7z,,africaf371.zip,,,,,,,,1484725028_1.png,1484725008_2.png,1484725069_3.png,1484725049_4.png,1484725086_5.png,1484725028_6.png,1484725006_7.png,,,,,,https://r-games.net/308-africa.html,,,,
98,AFRICA (ДЕМО),Романтовский Д.А.,RDA corp.,1994,БК0010,Демо,1994,,,,Демонстрационная версия игры AFRICA.,africa11e9.zip,,,,,,,,,,1396261571_r-games.net_1.png,1396261533_r-games.net_2.png,1396261607_r-games.net_3.png,1396261597_r-games.net_4.png,1396261518_r-games.net_5.png,,,,,,,,https://r-games.net/98-africa-demo.html,,,,
494,BABY BOOM,"Лимонов А., Мубинов Н.",,1994,БК0010,Логическая,1994,,,,"Игра представляет из себя разновидность тетриса, поэтому мы надеемся Вы сами разберетесь в правилах игры.",babyboom8c46.zip,,,,,,,,,,1487577676_1.png,1487577649_2.png,1487577697_3.png,,,,,,,,,,https://r-games.net/494-baby-boom.html,,,,
103,BIG DEMO (БК0011М),"Подковыров Р.С., Кудин С.Ю.",ATLANTIC SOFTWARE,1994,БК0011М,Демо,1994,,,,"Большая демонстрационная программа в которой собраны различные карикатуры, актуальные в 1994",bigdemoea98.zip,,,,,,,,,,1396000128_r-games.net_1.png,1396000138_r-games.net_2.png,1396000201_r-games.net_3.png,1396000156_r-games.net_4.png,,,,,,,,,https://r-games.net/103-big-demo-bk0011m.html,,,,
496,BLACK BOX,Кочнов С.В.,,1994,БК0010,Логическая,1994,,,,Чёрный (непрозрачный) ящик содержит игровую доску размером 8 на 8 клеток. По доске разбросанно несколько шаров. Ваша цель: определить в каких клетках расположены шары.,blackbox.sk2c968.zip,,,,,,,,,,1342092991_1.jpg,1297145896_1.jpg,,,,,,,,,,,https://r-games.net/496-black-box.html,,,,
499,CHAIN,"Подковыров Р.С., Кудин С.Ю.",ATLANTIC SOFTWARE,1994,БК0010,Логическая,1994,,,,"Цель игры: открывая квадраты, которыми забито все поле, найти одинаковые изображения.",chain030d.zip,,CHAIN6cfe.zip,,,,,,,,1373957060_1.png,1373957031_2.png,1373957103_3.png,1373957047_4.png,,,,,,,,,https://r-games.net/499-chain.html,,,,
220,CHRONOS (БК0011М),"Польский Сергей, Матвеев Павел",SERG POLSKY & PAHAN PRODUCTION,1994,БК0011М,Леталка-Стрелялка,1994,,,,Идея и часть графики взяты с одноименной игры с ZX Spectrum. Ваша задача лететь и стрелять во всё что движется.Игру добавил Leonid,CHRONOSbd86.zip,,,,,,,,,,1395220151_r-games.net_1.png,1395220229_r-games.net_2.png,1395220207_r-games.net_3.png,1395220207_r-games.net_4.png,1395220226_r-games.net_5.png,,,,,,,,https://r-games.net/220-chronos.html,,,,
511,COLOR LINES (БЕЙСИК),RSoft,,1994,БК0010-01 БЕЙСИК,Логическая,1994,,,,Классическая игра Lines на БЕЙСИКЕ,lines_basicefd9.zip,,,,,,,,,,1342084309_1.jpg,1297149710_1.jpg,,,,,,,,,,,https://r-games.net/511-color-lines-beysik.html,,,,
905,CYBERNOID (THE FIGHTING MACHINE),"Владимир Кутяков (KUVO), KUVO PICTURES",CAROLINE SOFTWARE,1994,БК0011М,Лабиринт,1994,KUVO PICTURES,,,"События игры происходят в XXV веке, беспечные земляне слишком поздно узнают об опасности, вселенского по своим масштабам и беспрецедентно жестокое вторжение объединенных боевых армад не гуманоидов застает землю врасплох.Начинается чудовищная война, а точнее истребление практически беззащитного перед натиском сверх цивилизации человечества. Пространственный кошмар (Апокалипсис XXV-го века) и в гуще событий - Вы в суперсовременном кибернетизиированном космолете. Ваша задача - уничтожить как можно больше всякой нечисти, для этого у Вас есть 5 видов оружия, которое можно выбирать с помощью клавиш 1-5 и выбранной кнопкой на джойстике. Вам необходимо пройти 4 зоны.",cybernoid9d9a.zip,,,,,,,,,,cybernoid_caroline_4.png,cybernoid_caroline_7.png,cybernoid_caroline_3.png,cybernoid_caroline_5.png,cybernoid_caroline_2.png,cybernoid_caroline_6.png,cybernoid_caroline_1.png,,,,,,https://r-games.net/905-cybernoid.html,,,,
344,DANGEROUS RAID,"HELL Graphics, VApicture",KDA,1994,БК0010,Аркада,1994,VApicture,,Английский,"В первой части ползает дебильный удав запросто поедает 10 контейнеров с радиоактивными отходами. Происходит мутация, и новоявленный мужик вылезает из люка. Подробнее смотрите в концовке. Затем подгружается картинка, а за ней и вторая часть. На ней и остановимся. Задав джойстик, кнопки и или что-нибудь еще, начинаем играть. Вверху Вы увидите меню из пяти пунктов. Их назначение: 1. Хождение по городу. 2. Бизнес. 3. Местные достопримечательности. 4. Для очень жадных людей. 5. Телепорт. В первом режиме можно ходить верх, влево, вправо, кидаться камнями (только вперед). Полицейских надо опасаться, поскольку у них в руках имеют место не хреновые дубинки, и они жутко недолюбливают мутантов-бизнесменов коим Вы и являетесь. Маньяков, хронов и наркоманов опасаться не следует. Во втором режиме Вы увидите таблицу с тремя наименованиями товаров, их ценой и количеством. Если цена нулевая, то на экране не имеется соответственной личности. Хэмп любят наркоманы, виски - алики (свои люди), ну а маньяки просто не могут жить без порножурналов (paper). Кнопками верх и вниз можно перемещать инверсную строку, fire-ом продавать, select-ом выйти в основное меню. В третьем режиме (с наручниками) Вы сразу садитесь в тюрягу (шутка). Двигаясь во всех направлениях можно дойти к нищему и избить его ногами (fire). В ответ он может дать Вам по морде, что не очень приятно, так как отнимает энергию, или блаженный может почить, завещав Вам N-ную сумму денег. В урнах можно покопаться таким-же акаром (см. выше). Если после разбития урны раздался булькающий звук, значит в Вашем кармане на одну мечту наркомана стало больше. Аналогично можно зайти и в подвал, где находятся два магазина. Совсем случайно перед Вами может появиться SEX-SHOP. Там вас встретит лысый карлик, и предложит уникальный ассортимент. Единственную ценность представляет касса. Но если на экране появилась палатка с отважным Харитоном, то можете смело покупать журнальчики, МАРСы (повышающие энергию, не более 1000), виски, вагоны вил (очень полезны для здоровья которые временно перестает реагировать на ментов). Select-ом Вы можете вернуться в город. Следующий режим (с мешком баксов) предназнач для жадных людей, попробуют - обломаются. Последний режим перекидывает Вас в начало лабиринта с сохранением денег, товара, энергии, и.т.д. Цель игры - собрать десять тысяч денег, и конечно-же дойти до конца (в нормальном понимании этого слова). О близости этого самого конца Вы узнаете по хитрому звуку и белой полосе повыше меню, которая будет уменьшаться с каждым шагом. Если в это время у Вас мало денег, воспользуйтесь телепортом (не бойтесь, лабиринт не очень длинный). Остальное, Вы узнаете по ходу игры.",d_raid4b79.7z,,,,,,,,,,1343565642_1.jpg,1343565812_1.jpg,1343565955_1.jpg,1296731252_1.jpg,1296731170_2.jpg,,,,,,,,https://r-games.net/344-dangerous-raid.html,,,,
20773,DARK FUSION 2,Чистяков Александр,BILATERAL STAMP,1994,БК0010,Леталка-Стрелялка,1994,,,,"Леталка, немного напоминающая XENON",fusion7bf1.zip,,,,,,,,,,1310382702_2.jpg,1310382731_1.jpg,1310382739_4.jpg,1310382719_3.jpg,,,,,,,,,https://r-games.net/20773-dark-fusion-2.html,,,,
31702,DARK FUSION 3 + ДЕМО ВЕРСИЯ,"Чистяков Александр, GREMLIN",BILATERAL STAMP,1994,БК0010,Леталка-Стрелялка,1994,GREMLIN,,,"Леталка, немного напоминающая XENON",fusion3572a.zip,,,,,,,,,,1370333352_1.png,1370333396_2.png,1370333303_3.png,1370333360_4.png,1370333318_5.png,1370333312_6.png,,,,,,,https://r-games.net/31702-dark-fusion-3-demo.html,,,,
644,DEFENDER,Шарапов Алексей,Mial,1994,БК0010,Лабиринт,1994,,,,"Управляя человеком Вы должны собирать золото в лабиринтах, обитатели лабиринта, естественно, будут Вам мешать.",defender70d2.7z,,,,,,,,,,1340779946_1.jpg,1297329805_1.jpg,1297329879_2.jpg,,,,,,,,,,https://r-games.net/644-defender.html,,,,
848,DIZZY 2,Дубовицкий Ю.,MTU Corp.,1994,БК0010,Квест,1994,,,,"Продолжение сериала Dizzy. Итак, Диззи попал в Волшебную Страну. ""Где Я?"" - подумал он. Оказывается Диззи попал в Старый Замок. Да, да, в настоящий замок с факелами на стенах, привидением в подвале и принцем, который сидит на троне. Но почему же Диззи очутился именно здесь? Оказывается, злой волшебник Зак превратил подружку Диззи Дору в лягушку и прятал в замке. Расколдовать её можно классическим способом, впрочем подумайте сами...",dizzy28219.zip,,,,,,,,,,1297845001_4.jpg,1297844917_1.jpg,1297844969_3.jpg,1297844950_2.jpg,1310546276_1.jpg,,,,,,,,https://r-games.net/848-dizzy-2.html,,,,
233,"FASTER - FIGHTING MASHINE, THE",Чистяков Александр,BILATERAL STAMP,1994,БК0010,Леталка-Стрелялка,1994,,,,"Довольно неплохая леталка, чем то напоминает R-TYPE",faster14f49.zip,,,,,,,,,,1394785374_r-games.net_1.png,1394785286_r-games.net_2.png,1394785282_r-games.net_3.png,1394785285_r-games.net_4.png,,,,,,,,,https://r-games.net/233-faster-fighting-mashine-the.html,,,,
234,FASTER 2,Чистяков Александр,BILATERAL STAMP,1994,БК0010,Леталка-Стрелялка,1994,,,,"Игра из серии R-TYPE, Вам необходимо пролететь по коридору.",faster2aa10.zip,,,,,,,,,,1394784922_r-games.net_1.png,1394785002_r-games.net_2.png,1394784956_r-games.net_3.png,,,,,,,,,,https://r-games.net/234-faster-2.html,,,,
235,FASTER 3,Чистяков Александр,BILATERAL STAMP,1994,БК0010,Леталка-Стрелялка,1994,,,,"Игра из серии R-TYPE, Вам необходимо пролететь по коридору.",faster37d71.zip,,,,,,,,,,1394779468_1.png,1394779497_2.png,1394779454_3.png,1394779482_4.png,1394779522_5.png,,,,,,,,https://r-games.net/235-faster-3.html,,,,
851,GOBLIIINS,Погорельцев В.,,1994,БК0010,Квест,1994,,,,Довольно неплохой квест перекочевавший с IBM PC на БК,gobliiinse445.zip,,,,,,,,,,1488447910_1.png,1488447916_2.png,1488447945_3.png,1488448009_4.png,,,,,,,,,https://r-games.net/851-gobliiins.html,,,,
668,JOE BLADE (БК0011М),AWARD,AWARD & MAKER Prod.,1994,БК0011М,Лабиринт,1994,,,,"В отличие от игры для БК0010-01, эта игра является улучшенным аналогом игры ""JOEBLADE"" на ZX SPECTRUMe. Вам необходимо спасти 6 заложников и разминировать 6 бомб.",joebladebk119998.zip,,JOEBLADE-AODOSda77.zip,,,,,,,,1373454194_1.png,1297344645_4.jpg,1297344623_2.jpg,1297344632_1.jpg,1327479170_1.jpg,1297344633_3.jpg,,,,,,,https://r-games.net/668-joe-blade-1-bk0011m.html,,,,
20683,LIBERATOR,Гусев В.Н.,GVN software,1994,БК0010,Аркада,1994,,,,"Вы одинокий рейнджер, который воюет с инопланетными разумными роботами. Роботы решили отделаться от Вас навсегда и придумали для Вас испытание: они похитили Ваших друзей и заточили их в башню. Вы должны пройти три этапа и доехать до башни, в которой томятся Ваши друзья.",liberator451f.zip,,,,,,,,,,1491200428_1.png,1491200383_2.png,1491200375_3.png,1491200437_4.png,,,,,,,,,https://r-games.net/20683-liberator.html,,,,
526,LINES,Емелин Александр,ALEM corp,1994,БК0010,Логическая,1994,,,,"Ваша задача строить из одинаковых фишек ряды по горизонтали, вертикали и диагонали. Получившийся ряд исчезает с поля. Чем длиннее ряд, тем больше очков Вы за него получите. Минимальный ряд 5 фишек.",t-linesaea5.zip,,,,,,,,,,1297152275_2.jpg,1297152272_1.jpg,,,,,,,,,,,https://r-games.net/526-lines.html,,,,
856,MAGICIAN II,IMS,АЛЬТПРО,1994,БК0011М,Квест,07.10.1994,,,,Продолжение MAGICIAN. По сравнению с первой частью игра стала более сложной и интересной и лучше оформленной. Многие считали лучшей игрой на БК до появления MONKEY ISLAND.,magicia23d4d.rar,,,,,,,,,,1297848301_1.jpg,1297848301_2.jpg,1297848331_3.jpg,,,,,,,,,,https://r-games.net/856-magician-ii.html,,,,
812,ONSLAUGHT,Чистяков Александр,BILATERAL STAMP,1994,БК0010-01 + контроллер СМК512,,1994,,,,"Игра перенесена с ZX SPECTRUMа, там она называется FREDDY HARDEST, на БК есть похожая игра, но немного с другим персонажем - Star Sheriff.",onslaughtd29a.zip,,,,,,,,,,1492423621_1.png,1492423545_2.png,1492423552_3.png,1492423585_4.png,1492423573_5.png,1492423561_6.png,1492423641_7.png,,,,,,https://r-games.net/812-onslaught.html,,,,
617,PIGAME,"Барулин Д.С., Подковыров Р.С.",BDS & PRS,1994,БК0010,Эротическая,,,,,"18+ Ваша задача ловить падающие желуди, ну а если не поймали Вас ждет справедливая расплата",pigame.7z,,,,,,,,,,1492501862_screenshot_199.png,1492501832_screenshot_200.png,1492501835_screenshot_201.png,1492501862_screenshot_202.png,1492501810_screenshot_203.png,,,,,,,,https://r-games.net/617-pigame.html,,,,
391,SHORT-CIRCUIT,"Чистяков Александр, Леликов А.","BILATERAL STAMP, LAV corp",1994,БК0010,"Аркада, Стрелялка",1994,,,Английский,"Игра по мотивам одноименного фильма ""Короткое Замыкание"". Ваша задача помочь ""номер 5"" преодолеть путь в целости и сохранности.",circuit32a1.zip,,short-circuit0aba.zip,,,,,,,,1494580976_1.png,1494580974_2.png,1494580958_3.png,1494581006_4.png,1494581037_5.png,1494581010_6.png,1494581008_7.png,1494581043_8.png,,,,,https://r-games.net/391-short-circuit-.html,,,,
